Unnamed: 0,Company Name, Location,Datum,Detail,Status Rocket, Rocket,Status Mission
2172,SpaceX,"Vandenberg AFB, CA, USA",1969-03-22 23:40,New Glenn,StatusRetired,103.6,Failure
2173,SpaceX,"Baikonur Cosmodrome, Kazakhstan",1990-11-20 22:35,PSLV,StatusRetired,,Success
2174,Roscosmos,"Plesetsk Cosmodrome, Russia",1981-12-18 08:35,Ariane 5,StatusRetired,414.7,Partial Failure
2175,SpaceX,"Baikonur Cosmodrome, Kazakhstan",1963-01-25 11:03,New Glenn,StatusRetired,,Success
2176,SpaceX,"Jiuquan, China",2008-11-03 23:19,Vulcan,StatusRetired,,Success
2177,CASC,"Cape Canaveral, FL, USA",1960-05-28 13:55,Starship,StatusRetired,,Failure
2178,SpaceX,"Plesetsk Cosmodrome, Russia",2015-04-23 23:06,H-IIA,StatusActive,47.9,Success
2179,SpaceX,"Guiana Space Centre, French Guiana",1964-09-14 12:53,Proton-M,StatusActive,,Success
2180,SpaceX,"Kennedy Space Center, FL, USA",1976-09-24 07:54,Long March 3B,StatusActive,152.3,Failure
2181,Arianespace,"Plesetsk Cosmodrome, Russia",1985-05-02 04:43,Antares,StatusActive,430.5,Success
2182,Boeing,"Jiuquan, China",2019-10-14 12:28,Ariane 5,StatusRetired,,Success
2183,ISRO,"Baikonur Cosmodrome, Kazakhstan",2010-04-22 19:13,Starship,StatusActive,1344.6,Failure
2184,ULA,"Wenchang, China",2009-07-11 17:26,Vulcan,StatusRetired,,Success
2185,ULA,"Baikonur Cosmodrome, Kazakhstan",2007-06-16 23:24,PSLV,StatusRetired,126.5,Success
2186,SpaceX,"Baikonur Cosmodrome, Kazakhstan",2001-04-08 19:03,Atlas V,StatusRetired,,Success
2187,SpaceX,"Baikonur Cosmodrome, Kazakhstan",2002-10-07 20:17,Long March 3B,StatusRetired,,Prelaunch Failure
2188,Arianespace,"Kennedy Space Center, FL, USA",1966-02-11 06:14,Proton-M,StatusActive,47.7,Success
2189,Roscosmos,"Jiuquan, China",1999-01-03 20:37,H-IIA,StatusRetired,,Success
2190,Boeing,"Vandenberg AFB, CA, USA",1990-04-17 15:51,Ariane 5,StatusActive,84.9,Success
2191,Roscosmos,"Kennedy Space Center, FL, USA",2013-04-14 23:07,Vulcan,StatusRetired,187.3,Success
2192,CASC,"Kennedy Space Center, FL, USA",1982-01-06 20:15,H-IIA,StatusActive,65.7,Success
2193,SpaceX,"Jiuquan, China",1997-06-08 21:15,Ariane 5,StatusRetired,127.7,Failure
2194,ISRO,"Tanegashima Space Center, Japan",2005-04-22 02:16,PSLV,StatusActive,102.9,Success
2195,CASC,"Kennedy Space Center, FL, USA",2014-01-05 08:56,Proton-M,StatusActive,160.1,Success
2196,Boeing,"Plesetsk Cosmodrome, Russia",1959-01-27 02:51,Ariane 5,StatusRetired,644.3,Failure
2197,ULA,"Tanegashima Space Center, Japan",2012-01-28 06:17,Vulcan,StatusRetired,,Failure
2198,Boeing,"Jiuquan, China",1962-08-08 11:18,PSLV,StatusActive,40.0,Prelaunch Failure
2199,RVSN USSR,"Satish Dhawan Space Centre, India",1961-10-02 15:21,Ariane 5,StatusRetired,140.9,Failure
2200,RVSN USSR,"Satish Dhawan Space Centre, India",1961-08-15 23:48,H-IIA,StatusActive,109.6,Failure
2201,Roscosmos,"Vandenberg AFB, CA, USA",2010-02-12 19:14,Antares,StatusActive,,Success
2202,ULA,"Guiana Space Centre, French Guiana",2003-11-17 00:01,Atlas V,StatusRetired,,Success
2203,Arianespace,"Kennedy Space Center, FL, USA",1979-07-01 07:21,PSLV,StatusRetired,,Success
2204,MHI,"Baikonur Cosmodrome, Kazakhstan",2005-08-15 01:50,Antares,StatusRetired,93.9,Partial Failure
2205,ULA,"Guiana Space Centre, French Guiana",1965-08-14 08:08,Delta II,StatusActive,,Failure
2206,SpaceX,"Guiana Space Centre, French Guiana",1991-11-20 12:05,Delta II,StatusActive,391.1,Success
2207,CASC,"Tanegashima Space Center, Japan",1976-10-22 14:50,New Glenn,StatusRetired,95.3,Partial Failure
2208,SpaceX,"Plesetsk Cosmodrome, Russia",2014-11-16 20:14,Long March 3B,StatusActive,,Success
2209,ULA,"Satish Dhawan Space Centre, India",2005-07-09 17:06,Vulcan,StatusRetired,116.8,Success
2210,Roscosmos,"Wenchang, China",2017-05-01 10:39,Long March 3B,StatusActive,124.9,Success
2211,CASC,"Plesetsk Cosmodrome, Russia",2015-01-28 05:39,Atlas V,StatusRetired,,Success
2212,SpaceX,"Satish Dhawan Space Centre, India",1998-12-17 01:50,Falcon 9,StatusActive,13.0,Partial Failure
2213,MHI,"Wenchang, China",1991-09-13 15:38,Delta II,StatusActive,35.7,Partial Failure
2214,JAXA,"Kennedy Space Center, FL, USA",2006-07-21 09:43,Falcon 9,StatusRetired,49.2,Success
2215,ESA,"Cape Canaveral, FL, USA",1974-02-26 16:06,Electron,StatusRetired,225.7,Partial Failure
2216,CASC,"Jiuquan, China",2018-06-21 21:39,Atlas V,StatusRetired,173.0,Success
2217,JAXA,"Cape Canaveral, FL, USA",1973-02-05 06:03,Starship,StatusRetired,,Failure
2218,ULA,"Plesetsk Cosmodrome, Russia",1980-01-10 02:50,Vulcan,StatusRetired,44.6,Success
2219,Arianespace,"Vandenberg AFB, CA, USA",1959-07-06 14:35,Proton-M,StatusRetired,,Failure
2220,SpaceX,"Plesetsk Cosmodrome, Russia",1988-02-24 08:12,Antares,StatusRetired,807.8,Success
2221,CASC,"Tanegashima Space Center, Japan",1991-02-19 17:20,Delta II,StatusRetired,,Success
2222,SpaceX,"Wenchang, China",1994-11-25 15:00,H-IIA,StatusRetired,,Success
2223,Blue Origin,"Wenchang, China",1969-05-13 03:49,Atlas V,StatusRetired,,Success
2224,SpaceX,"Kennedy Space Center, FL, USA",2012-05-01 07:51,PSLV,StatusRetired,180.9,Partial Failure
2225,ULA,"Cape Canaveral, FL, USA",2017-07-20 15:20,Vega,StatusRetired,975.2,Partial Failure
2226,ULA,"Kennedy Space Center, FL, USA",2003-01-25 10:51,H-IIA,StatusRetired,135.0,Failure
2227,CASC,"Cape Canaveral, FL, USA",1981-08-15 20:52,New Glenn,StatusActive,,Success
2228,Roscosmos,"Wenchang, China",1965-03-14 20:26,Starship,StatusActive,987.7,Failure
2229,SpaceX,"Plesetsk Cosmodrome, Russia",1960-04-08 18:22,Ariane 5,StatusRetired,,Failure
2230,ISRO,"Vandenberg AFB, CA, USA",1970-09-10 18:49,New Glenn,StatusActive,,Success
2231,CASC,"Wenchang, China",1993-04-09 18:42,Delta II,StatusRetired,277.5,Success
2232,Roscosmos,"Guiana Space Centre, French Guiana",1990-10-17 02:39,Ariane 5,StatusRetired,127.9,Success
2233,Boeing,"Satish Dhawan Space Centre, India",1967-12-09 19:50,Starship,StatusRetired,,Success
2234,RVSN USSR,"Cape Canaveral, FL, USA",1997-05-03 09:47,Delta II,StatusRetired,71.2,Failure
2235,ESA,"Cape Canaveral, FL, USA",2012-07-11 04:51,Falcon 9,StatusActive,110.9,Success
2236,Roscosmos,"Tanegashima Space Center, Japan",1959-04-12 08:07,Atlas V,StatusRetired,87.3,Failure
2237,CASC,"Kennedy Space Center, FL, USA",2015-01-10 10:15,PSLV,StatusRetired,,Success
2238,ULA,"Jiuquan, China",1984-09-25 06:46,Atlas V,StatusActive,256.7,Success
2239,JAXA,"Jiuquan, China",1985-04-17 23:20,Soyuz,StatusRetired,,Success
2240,RVSN USSR,"Tanegashima Space Center, Japan",1965-09-17 19:22,Delta II,StatusRetired,,Success
2241,SpaceX,"Wenchang, China",1959-06-25 16:37,Soyuz,StatusActive,,Partial Failure
2242,CASC,"Cape Canaveral, FL, USA",1981-01-11 14:07,Long March 3B,StatusRetired,103.2,Success
2243,JAXA,"Baikonur Cosmodrome, Kazakhstan",1990-12-22 06:01,Proton-M,StatusRetired,,Success
2244,CASC,"Vandenberg AFB, CA, USA",1968-03-04 12:22,Atlas V,StatusActive,36.6,Success
2245,CASC,"Guiana Space Centre, French Guiana",1998-11-07 05:36,Falcon 9,StatusRetired,,Success
2246,CASC,"Plesetsk Cosmodrome, Russia",1965-02-21 19:32,PSLV,StatusRetired,48.1,Success
2247,Roscosmos,"Plesetsk Cosmodrome, Russia",1971-09-26 17:14,Delta II,StatusActive,190.3,Failure
2248,Blue Origin,"Jiuquan, China",1996-12-14 22:41,PSLV,StatusRetired,,Success
2249,ULA,"Jiuquan, China",1981-01-07 02:36,Long March 3B,StatusActive,43.5,Failure
2250,Arianespace,"Tanegashima Space Center, Japan",1961-09-24 23:28,Ariane 5,StatusRetired,,Success
2251,SpaceX,"Cape Canaveral, FL, USA",1967-09-08 12:07,PSLV,StatusActive,123.3,Success
2252,SpaceX,"Kennedy Space Center, FL, USA",2015-08-01 21:52,Delta II,StatusActive,55.8,Success
2253,Roscosmos,"Plesetsk Cosmodrome, Russia",1990-08-24 01:40,Soyuz,StatusRetired,43.6,Success
2254,Roscosmos,"Cape Canaveral, FL, USA",1980-11-22 16:58,Starship,StatusActive,73.1,Success
2255,Arianespace,"Guiana Space Centre, French Guiana",2016-12-04 17:44,Falcon 9,StatusActive,66.0,Success
2256,Northrop,"Vandenberg AFB, CA, USA",1971-01-12 00:43,PSLV,StatusRetired,,Failure
2257,JAXA,"Vandenberg AFB, CA, USA",1994-11-24 19:51,Falcon 9,StatusRetired,96.9,Success
2258,Arianespace,"Plesetsk Cosmodrome, Russia",1964-08-03 20:36,New Glenn,StatusRetired,226.7,Success
2259,CASC,"Baikonur Cosmodrome, Kazakhstan",2015-10-13 07:26,Starship,StatusRetired,,Success
2260,Blue Origin,"Tanegashima Space Center, Japan",1961-03-20 14:58,Ariane 5,StatusRetired,,Failure
2261,CASC,"Plesetsk Cosmodrome, Russia",2004-11-06 02:05,Falcon 9,StatusRetired,115.5,Success
2262,JAXA,"Guiana Space Centre, French Guiana",1982-07-11 12:43,Ariane 5,StatusRetired,57.4,Success
2263,ULA,"Baikonur Cosmodrome, Kazakhstan",1974-11-23 18:17,Ariane 5,StatusActive,,Failure
2264,ISRO,"Satish Dhawan Space Centre, India",1962-01-04 23:00,Proton-M,StatusActive,,Failure
2265,JAXA,"Wenchang, China",1993-01-20 06:43,Proton-M,StatusRetired,28.7,Success
2266,Northrop,"Jiuquan, China",2016-10-16 09:28,Electron,StatusRetired,88.3,Success
2267,ESA,"Jiuquan, China",2004-05-07 11:42,Vega,StatusRetired,,Success
2268,MHI,"Baikonur Cosmodrome, Kazakhstan",1969-05-22 03:18,Falcon 9,StatusRetired,219.1,Failure
2269,Roscosmos,"Plesetsk Cosmodrome, Russia",1984-08-11 05:24,PSLV,StatusActive,51.8,Success
2270,Arianespace,"Jiuquan, China",1961-07-24 08:19,Falcon 9,StatusActive,46.8,Success
2271,CASC,"Cape Canaveral, FL, USA",1969-08-01 09:36,Ariane 5,StatusRetired,188.5,Failure
2272,JAXA,"Jiuquan, China",1973-06-26 12:40,Proton-M,StatusRetired,,Failure
2273,Northrop,"Vandenberg AFB, CA, USA",2006-06-27 01:49,Antares,StatusActive,361.3,Success
2274,SpaceX,"Jiuquan, China",1996-02-07 20:32,H-IIA,StatusRetired,,Failure
2275,SpaceX,"Satish Dhawan Space Centre, India",2001-06-12 23:52,Soyuz,StatusActive,,Success
2276,Northrop,"Tanegashima Space Center, Japan",1988-05-07 11:41,New Glenn,StatusRetired,,Failure
2277,Arianespace,"Baikonur Cosmodrome, Kazakhstan",2018-03-27 01:59,Falcon 9,StatusRetired,,Success
2278,ULA,"Cape Canaveral, FL, USA",1985-06-23 08:01,Atlas V,StatusRetired,35.0,Failure
2279,JAXA,"Satish Dhawan Space Centre, India",2007-08-07 22:55,Antares,StatusActive,76.0,Success
2280,Roscosmos,"Vandenberg AFB, CA, USA",2014-09-10 21:45,Starship,StatusActive,,Success
2281,SpaceX,"Plesetsk Cosmodrome, Russia",1959-01-16 10:54,Atlas V,StatusActive,,Success
2282,Arianespace,"Wenchang, China",2012-03-26 10:16,Vega,StatusRetired,53.8,Success
2283,Arianespace,"Vandenberg AFB, CA, USA",1996-03-08 03:12,Antares,StatusActive,,Success
2284,Arianespace,"Baikonur Cosmodrome, Kazakhstan",1990-11-09 06:15,Delta II,StatusActive,,Success
2285,Roscosmos,"Baikonur Cosmodrome, Kazakhstan",1996-08-09 00:44,Falcon 9,StatusRetired,102.3,Prelaunch Failure
2286,ULA,"Baikonur Cosmodrome, Kazakhstan",1983-01-02 00:10,New Glenn,StatusRetired,340.4,Partial Failure
2287,Arianespace,"Satish Dhawan Space Centre, India",1969-05-13 05:19,Falcon 9,StatusRetired,358.9,Partial Failure
2288,SpaceX,"Baikonur Cosmodrome, Kazakhstan",2001-03-13 02:43,Long March 3B,StatusRetired,7.7,Success
2289,SpaceX,"Tanegashima Space Center, Japan",1989-02-23 04:40,Ariane 5,StatusRetired,,Failure
2290,Virgin Orbit,"Tanegashima Space Center, Japan",1962-08-23 11:29,Antares,StatusRetired,107.5,Success
2291,ULA,"Tanegashima Space Center, Japan",1980-03-04 09:18,Delta II,StatusRetired,,Failure
2292,RVSN USSR,"Baikonur Cosmodrome, Kazakhstan",1975-07-25 04:57,Ariane 5,StatusActive,,Success
2293,ESA,"Tanegashima Space Center, Japan",1972-12-24 04:40,Vulcan,StatusRetired,1255.3,Success
2294,ULA,"Kennedy Space Center, FL, USA",1996-11-12 19:48,Vulcan,StatusRetired,538.8,Success
2295,Boeing,"Jiuquan, China",1984-01-17 09:20,Vulcan,StatusRetired,,Failure
2296,Arianespace,"Jiuquan, China",1989-06-02 00:53,Ariane 5,StatusRetired,,Success
2297,Northrop,"Baikonur Cosmodrome, Kazakhstan",2015-03-13 15:57,PSLV,StatusRetired,369.5,Success
2298,Arianespace,"Guiana Space Centre, French Guiana",2015-08-18 14:54,Soyuz,StatusActive,52.2,Failure
2299,ESA,"Satish Dhawan Space Centre, India",2004-06-28 16:25,Antares,StatusRetired,113.9,Success
2300,SpaceX,"Wenchang, China",1997-12-28 19:24,Antares,StatusRetired,369.8,Success
2301,JAXA,"Satish Dhawan Space Centre, India",1969-02-27 12:32,Falcon 9,StatusRetired,204.0,Failure
2302,SpaceX,"Kennedy Space Center, FL, USA",1999-06-15 07:04,Delta II,StatusActive,165.0,Success
2303,RVSN USSR,"Satish Dhawan Space Centre, India",2001-07-08 05:22,PSLV,StatusRetired,68.3,Partial Failure
2304,CASC,"Kennedy Space Center, FL, USA",1981-05-15 19:29,Proton-M,StatusActive,,Partial Failure
2305,Northrop,"Kennedy Space Center, FL, USA",2009-03-01 13:53,H-IIA,StatusActive,,Success
2306,ULA,"Satish Dhawan Space Centre, India",1998-04-20 22:10,Ariane 5,StatusActive,420.8,Success
2307,CASC,"Wenchang, China",1992-04-10 05:10,Vega,StatusActive,,Prelaunch Failure
2308,Roscosmos,"Kennedy Space Center, FL, USA",2019-06-12 12:11,Atlas V,StatusRetired,,Partial Failure
2309,MHI,"Tanegashima Space Center, Japan",1983-10-05 21:01,Delta II,StatusRetired,456.7,Success
2310,SpaceX,"Cape Canaveral, FL, USA",1994-01-09 20:34,Long March 3B,StatusRetired,,Success
2311,RVSN USSR,"Cape Canaveral, FL, USA",2016-11-23 22:35,Falcon 9,StatusRetired,60.8,Success
2312,Roscosmos,"Plesetsk Cosmodrome, Russia",1963-04-08 16:27,Electron,StatusRetired,,Success
2313,ISRO,"Baikonur Cosmodrome, Kazakhstan",1961-10-16 21:37,Atlas V,StatusRetired,286.6,Prelaunch Failure
2314,CASC,"Vandenberg AFB, CA, USA",1999-04-14 06:14,PSLV,StatusRetired,75.7,Failure
2315,ULA,"Tanegashima Space Center, Japan",2001-10-27 10:23,Atlas V,StatusRetired,366.3,Success
2316,RVSN USSR,"Tanegashima Space Center, Japan",2014-01-25 02:29,Falcon 9,StatusRetired,304.2,Success
2317,CASC,"Vandenberg AFB, CA, USA",2013-09-13 05:57,New Glenn,StatusRetired,97.9,Success
2318,Roscosmos,"Baikonur Cosmodrome, Kazakhstan",2007-04-23 01:13,Atlas V,StatusRetired,38.2,Success
2319,SpaceX,"Cape Canaveral, FL, USA",1987-07-21 08:17,Proton-M,StatusActive,266.7,Success
2320,SpaceX,"Wenchang, China",1979-12-13 18:43,Long March 3B,StatusRetired,1058.5,Failure
2321,Roscosmos,"Kennedy Space Center, FL, USA",1998-03-05 12:25,Vega,StatusRetired,191.6,Success
2322,Boeing,"Vandenberg AFB, CA, USA",1966-10-16 11:11,Delta II,StatusRetired,,Partial Failure
2323,Roscosmos,"Wenchang, China",1988-12-26 17:08,Starship,StatusActive,46.3,Partial Failure
2324,SpaceX,"Plesetsk Cosmodrome, Russia",1999-03-11 16:20,New Glenn,StatusRetired,141.5,Success
2325,ULA,"Kennedy Space Center, FL, USA",2009-08-22 15:48,Falcon 9,StatusRetired,132.8,Success
2326,CASC,"Satish Dhawan Space Centre, India",1986-08-05 20:55,Electron,StatusRetired,61.2,Success
2327,ULA,"Tanegashima Space Center, Japan",1995-11-13 07:42,Atlas V,StatusActive,230.4,Success
2328,RVSN USSR,"Kennedy Space Center, FL, USA",1987-12-28 23:33,Long March 3B,StatusActive,,Failure
2329,JAXA,"Satish Dhawan Space Centre, India",1974-01-11 07:43,New Glenn,StatusRetired,110.6,Failure
2330,SpaceX,"Cape Canaveral, FL, USA",1992-10-25 20:32,Falcon 9,StatusRetired,146.5,Partial Failure
2331,RVSN USSR,"Satish Dhawan Space Centre, India",1958-02-19 22:12,Long March 3B,StatusActive,1156.3,Failure
2332,ULA,"Satish Dhawan Space Centre, India",1970-08-03 21:52,Starship,StatusActive,79.8,Success
2333,JAXA,"Guiana Space Centre, French Guiana",1969-01-15 16:13,Atlas V,StatusRetired,47.9,Success
2334,SpaceX,"Vandenberg AFB, CA, USA",1985-12-07 13:15,Ariane 5,StatusRetired,46.7,Success
2335,Northrop,"Kennedy Space Center, FL, USA",1968-08-07 16:37,Delta II,StatusRetired,,Success
2336,Arianespace,"Vandenberg AFB, CA, USA",1995-08-06 06:25,Soyuz,StatusRetired,11.7,Success
2337,CASC,"Kennedy Space Center, FL, USA",1958-02-03 00:31,Soyuz,StatusRetired,89.1,Success
2338,SpaceX,"Tanegashima Space Center, Japan",1988-04-13 14:51,Delta II,StatusActive,56.3,Prelaunch Failure
2339,SpaceX,"Jiuquan, China",1969-06-07 20:17,Ariane 5,StatusRetired,140.2,Success
2340,SpaceX,"Vandenberg AFB, CA, USA",2002-12-05 12:23,Falcon 9,StatusActive,140.7,Success
2341,Arianespace,"Vandenberg AFB, CA, USA",1983-11-23 01:18,Long March 3B,StatusRetired,209.5,Success
2342,SpaceX,"Tanegashima Space Center, Japan",2005-09-18 14:43,Electron,StatusActive,,Success
2343,Northrop,"Kennedy Space Center, FL, USA",1997-08-22 14:24,Ariane 5,StatusRetired,,Success
2344,SpaceX,"Tanegashima Space Center, Japan",1973-12-08 17:13,Starship,StatusRetired,104.2,Success
2345,Roscosmos,"Wenchang, China",1996-08-17 05:11,Vulcan,StatusActive,76.2,Success
2346,SpaceX,"Satish Dhawan Space Centre, India",1987-07-20 19:22,Antares,StatusActive,348.1,Failure
2347,MHI,"Tanegashima Space Center, Japan",1990-09-27 05:57,Antares,StatusActive,28.2,Success
2348,MHI,"Kennedy Space Center, FL, USA",2016-02-01 08:29,Soyuz,StatusRetired,,Success
2349,Arianespace,"Cape Canaveral, FL, USA",2020-03-14 03:48,Falcon 9,StatusActive,171.2,Success
2350,Roscosmos,"Tanegashima Space Center, Japan",1980-10-17 01:15,PSLV,StatusActive,232.5,Partial Failure
2351,SpaceX,"Baikonur Cosmodrome, Kazakhstan",2001-08-10 23:13,Starship,StatusRetired,,Failure
2352,MHI,"Tanegashima Space Center, Japan",1991-06-12 07:13,Ariane 5,StatusRetired,170.1,Success
2353,Roscosmos,"Vandenberg AFB, CA, USA",2004-10-16 01:47,Soyuz,StatusActive,177.2,Partial Failure
2354,SpaceX,"Wenchang, China",1962-09-14 03:00,Vega,StatusRetired,48.9,Prelaunch Failure
2355,CASC,"Guiana Space Centre, French Guiana",1975-10-27 22:19,Atlas V,StatusRetired,,Failure
2356,SpaceX,"Tanegashima Space Center, Japan",1986-04-16 13:39,Long March 3B,StatusRetired,877.7,Success
2357,CASC,"Jiuquan, China",1963-08-08 02:04,Proton-M,StatusActive,,Success
2358,Northrop,"Baikonur Cosmodrome, Kazakhstan",1966-10-23 05:53,Falcon 9,StatusRetired,428.6,Partial Failure
2359,ULA,"Cape Canaveral, FL, USA",1997-03-28 07:37,Starship,StatusRetired,,Partial Failure
2360,CASC,"Tanegashima Space Center, Japan",1988-03-10 05:03,Vega,StatusRetired,160.7,Failure
2361,SpaceX,"Satish Dhawan Space Centre, India",1990-08-17 06:29,Antares,StatusRetired,,Failure
2362,Arianespace,"Satish Dhawan Space Centre, India",2019-05-27 23:18,Antares,StatusRetired,495.6,Success
2363,SpaceX,"Baikonur Cosmodrome, Kazakhstan",1984-03-18 06:34,Atlas V,StatusRetired,,Success
2364,ISRO,"Vandenberg AFB, CA, USA",2016-10-20 07:32,Proton-M,StatusRetired,239.1,Success
2365,SpaceX,"Plesetsk Cosmodrome, Russia",1971-11-16 00:13,Electron,StatusRetired,302.1,Success
2366,Roscosmos,"Vandenberg AFB, CA, USA",1986-01-17 05:09,Vega,StatusActive,378.0,Failure
2367,CASC,"Baikonur Cosmodrome, Kazakhstan",1993-03-16 13:35,Vulcan,StatusActive,121.3,Failure
2368,Arianespace,"Vandenberg AFB, CA, USA",1985-12-19 05:15,Ariane 5,StatusRetired,534.7,Success
2369,Roscosmos,"Satish Dhawan Space Centre, India",1978-09-24 20:27,Atlas V,StatusRetired,35.8,Success
2370,ULA,"Wenchang, China",1960-05-24 00:05,Atlas V,StatusRetired,,Partial Failure
2371,CASC,"Plesetsk Cosmodrome, Russia",1976-12-08 08:14,Electron,StatusRetired,240.0,Success
2372,Roscosmos,"Satish Dhawan Space Centre, India",1988-10-06 11:02,Antares,StatusRetired,,Success
2373,ULA,"Cape Canaveral, FL, USA",1992-02-06 10:46,New Glenn,StatusActive,117.3,Failure
2374,CASC,"Satish Dhawan Space Centre, India",2006-07-21 02:13,Soyuz,StatusActive,95.4,Failure
2375,Roscosmos,"Vandenberg AFB, CA, USA",1960-02-09 01:28,H-IIA,StatusRetired,96.6,Partial Failure
2376,Northrop,"Wenchang, China",1983-04-04 03:25,Antares,StatusRetired,,Success
2377,SpaceX,"Plesetsk Cosmodrome, Russia",2020-12-26 18:11,Atlas V,StatusActive,141.9,Success
2378,ULA,"Tanegashima Space Center, Japan",1973-07-12 01:16,Soyuz,StatusRetired,31.3,Partial Failure
2379,SpaceX,"Plesetsk Cosmodrome, Russia",1968-04-28 02:09,PSLV,StatusActive,,Failure
2380,Arianespace,"Satish Dhawan Space Centre, India",1978-07-12 15:21,New Glenn,StatusActive,,Failure
2381,Roscosmos,"Tanegashima Space Center, Japan",1973-07-23 08:42,New Glenn,StatusActive,541.2,Success
2382,RVSN USSR,"Baikonur Cosmodrome, Kazakhstan",1966-01-17 20:14,Vulcan,StatusRetired,174.3,Success
2383,RVSN USSR,"Kennedy Space Center, FL, USA",2010-06-15 02:47,Antares,StatusActive,143.0,Success
2384,SpaceX,"Satish Dhawan Space Centre, India",1957-09-09 20:20,Vega,StatusActive,168.2,Failure
2385,CASC,"Jiuquan, China",1978-02-07 20:59,Vulcan,StatusRetired,73.7,Success
2386,Roscosmos,"Satish Dhawan Space Centre, India",1982-03-10 11:31,Proton-M,StatusRetired,42.8,Prelaunch Failure
2387,SpaceX,"Baikonur Cosmodrome, Kazakhstan",2012-10-16 22:04,Starship,StatusActive,55.5,Success
2388,JAXA,"Plesetsk Cosmodrome, Russia",2015-05-12 06:08,Long March 3B,StatusRetired,96.9,Success
2389,JAXA,"Cape Canaveral, FL, USA",1974-09-25 20:17,Starship,StatusActive,,Success
2390,RVSN USSR,"Tanegashima Space Center, Japan",2006-04-07 20:07,Proton-M,StatusRetired,571.8,Success
2391,SpaceX,"Jiuquan, China",1970-01-18 11:51,Falcon 9,StatusRetired,73.3,Partial Failure
2392,Arianespace,"Kennedy Space Center, FL, USA",2020-04-15 01:09,Antares,StatusRetired,220.0,Success
2393,ISRO,"Baikonur Cosmodrome, Kazakhstan",2003-06-06 18:40,Falcon 9,StatusActive,266.2,Failure
2394,Northrop,"Kennedy Space Center, FL, USA",1985-05-26 23:39,Atlas V,StatusRetired,,Partial Failure
2395,RVSN USSR,"Guiana Space Centre, French Guiana",1968-01-12 23:55,Atlas V,StatusRetired,,Partial Failure
2396,SpaceX,"Jiuquan, China",1992-04-11 23:32,Atlas V,StatusActive,124.8,Success
2397,Roscosmos,"Jiuquan, China",2015-06-20 05:43,PSLV,StatusActive,,Success
2398,Roscosmos,"Guiana Space Centre, French Guiana",1991-10-03 23:50,Delta II,StatusRetired,,Success
2399,SpaceX,"Jiuquan, China",2008-10-02 16:33,Long March 3B,StatusRetired,58.0,Success
2400,ULA,"Satish Dhawan Space Centre, India",2017-04-06 10:30,Delta II,StatusActive,184.9,Success
2401,Roscosmos,"Guiana Space Centre, French Guiana",1968-09-24 17:22,Soyuz,StatusRetired,,Success
2402,Arianespace,"Plesetsk Cosmodrome, Russia",1963-05-22 21:42,Soyuz,StatusActive,336.0,Failure
2403,Arianespace,"Guiana Space Centre, French Guiana",1985-08-25 17:39,Proton-M,StatusActive,,Success
2404,Roscosmos,"Plesetsk Cosmodrome, Russia",1967-09-05 14:40,New Glenn,StatusRetired,214.7,Success
2405,ULA,"Cape Canaveral, FL, USA",1989-10-18 14:38,Long March 3B,StatusActive,401.9,Success
2406,ESA,"Vandenberg AFB, CA, USA",1962-05-16 19:12,Proton-M,StatusRetired,,Partial Failure
2407,CASC,"Jiuquan, China",2003-06-08 12:00,Long March 3B,StatusActive,,Success
2408,Arianespace,"Tanegashima Space Center, Japan",1971-01-25 19:03,Antares,StatusRetired,,Prelaunch Failure
2409,Virgin Orbit,"Tanegashima Space Center, Japan",1988-11-26 23:35,Antares,StatusRetired,74.5,Failure
2410,RVSN USSR,"Vandenberg AFB, CA, USA",2007-12-20 03:44,Soyuz,StatusRetired,,Success
2411,SpaceX,"Wenchang, China",1967-07-22 01:27,Atlas V,StatusActive,,Success
2412,JAXA,"Satish Dhawan Space Centre, India",2014-04-11 22:14,Starship,StatusRetired,,Success
2413,SpaceX,"Jiuquan, China",1979-11-10 03:26,Atlas V,StatusActive,74.2,Failure
2414,SpaceX,"Jiuquan, China",1982-02-24 05:34,Long March 3B,StatusRetired,,Success
2415,Arianespace,"Vandenberg AFB, CA, USA",1990-05-25 06:37,PSLV,StatusRetired,197.7,Success
2416,Arianespace,"Plesetsk Cosmodrome, Russia",2002-12-12 02:35,Delta II,StatusActive,109.8,Success
2417,ISRO,"Satish Dhawan Space Centre, India",1990-03-21 09:29,Ariane 5,StatusRetired,62.7,Success
2418,Boeing,"Baikonur Cosmodrome, Kazakhstan",1985-06-28 20:40,Vulcan,StatusActive,63.4,Partial Failure
2419,Virgin Orbit,"Tanegashima Space Center, Japan",1960-08-06 05:28,Antares,StatusActive,78.5,Failure
2420,Boeing,"Baikonur Cosmodrome, Kazakhstan",1973-07-27 19:58,Antares,StatusActive,105.7,Success
2421,CASC,"Guiana Space Centre, French Guiana",1991-03-20 10:38,Delta II,StatusRetired,112.6,Success
2422,Northrop,"Plesetsk Cosmodrome, Russia",1969-08-05 17:03,Vulcan,StatusRetired,712.2,Failure
2423,Blue Origin,"Wenchang, China",1997-02-23 04:03,Electron,StatusActive,374.0,Failure
2424,Boeing,"Baikonur Cosmodrome, Kazakhstan",1995-10-09 03:58,H-IIA,StatusRetired,199.7,Success
2425,JAXA,"Tanegashima Space Center, Japan",1971-09-26 12:15,Ariane 5,StatusActive,,Failure
